Y: income,D: partitipated in training,Z: assigned to training,X1: hsorged,X2: black,X3: hispanic,X4: married,X5: wkless13,X6: class_tr,X7: ojt_jsa,X8: age2225,X9: age2629,X10: age3035,X11: age3644,X12: age4554,X13: f2sms,X14: male dummy
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
28663,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
10887,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
33499,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4890,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
8152,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
48184,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
19427,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
24531,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
39652,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
1080,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
12007,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
36697,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
32959,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
36168,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38503,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
41580,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
39566,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
29973,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
28076,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
49866,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
8502,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
39297,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
35178,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
132,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
60,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
6590,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
47499,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
13032,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3222,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
39460,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
45822,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
16800,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
13852,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
5116,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
118421,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
51931,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
27781,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2184,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
53826,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
10231,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3810,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
21767,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6266,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
26085,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
23994,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
38681,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
24350,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1
25236,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
22443,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
1126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
18180,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
44049,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
19714,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
4497,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
5445,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
39984,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
312,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3966,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
15919,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12128,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
3003,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
14500,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
30896,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1
70461,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
15798,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1
29361,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
2719,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
30759,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
22110,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
9425,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
8589,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
18201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48756,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
47189,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
12352,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
59821,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
27156,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
20534,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
30408,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
42433,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
14580,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
7452,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
21509,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
21570,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1926,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
58440,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
147,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11774,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
21694,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5478,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
687,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
12711,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
452,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
13113,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
2037,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
19110,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
36516,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
35407,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
32011,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
735,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
7465,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1041,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1417,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
17915,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
4361,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
52497,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
31887,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
15012,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
27071,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26955,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2622,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
8100,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
76260,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
2280,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
40308,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
3837,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
9918,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
2340,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
51990,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
2652,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
6420,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
15019,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
920,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
5402,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
9960,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
60727,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2372,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
10034,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
21347,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
11244,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
17929,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
135,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24910,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
17844,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
49117,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
2312,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
16672,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
24939,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
29191,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
17967,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
37884,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
7197,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
20349,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
20536,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
6588,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
4628,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
22730,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
609,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6042,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
45693,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
72745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22284,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
4719,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42071,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
33975,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
17331,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
25586,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1
12526,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
2427,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
13562,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
1485,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
1930,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
104528,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
50016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1569,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
7644,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
13724,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6624,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
25464,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
1490,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
33282,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
19025,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
12234,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
90987,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
120,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
8304,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
20612,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
46228,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1617,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
27885,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1
1723,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
30286,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
85203,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
45,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
14282,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
12411,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2037,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
20973,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2010,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
15374,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
58146,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
54438,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
27822,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
31715,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
57261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
6998,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
20382,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
12918,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
51198,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
25897,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
1368,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
70155,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
11327,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1
3286,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
2991,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
15982,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
7020,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1254,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1
29931,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
15073,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
30432,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
33287,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
34236,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
9763,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
5991,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
5988,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
17610,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
19634,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
25053,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
27056,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1209,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
15569,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
33206,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
16449,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
3123,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
55182,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1086,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9447,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
15003,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
874,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
47205,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
18270,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
9110,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
27683,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1
51741,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1
1365,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
10914,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
45701,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4663,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
27990,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
16974,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
17236,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
4731,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
14742,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
4560,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
2543,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
25635,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2851,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
6324,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
16328,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
38693,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
9969,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1
25439,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1752,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
33276,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
15138,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
10587,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
20808,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1
929,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
3735,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1
18012,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
14026,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
7731,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1393,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
11999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
20181,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
64911,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
13934,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
23544,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
8883,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
10851,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
43976,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
28161,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
26654,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
4144,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
783,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
17628,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
4669,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
2392,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
28872,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25632,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
24951,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
16892,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1
13981,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8553,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
25691,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
19553,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
23727,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
26040,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
27085,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
5991,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16869,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
29400,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
54591,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
78,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
27926,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
21381,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22320,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
4664,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
26055,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
28134,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
5106,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
5789,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
604,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
11220,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
720,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
3409,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
7337,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
25268,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9849,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
621,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
30228,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
2786,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
26265,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
44614,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
12751,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
438,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
29629,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
10934,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
52265,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1
63656,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
15409,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
10173,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23927,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
27064,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
45023,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
19032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
32447,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
22364,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
22473,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
13581,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
24203,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1338,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
11551,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
51,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
12504,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1
26191,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1149,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
53439,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
30618,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2542,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
15119,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
5019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
25929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2772,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3756,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
42445,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8092,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
10104,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
27476,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
5635,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
34500,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1749,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
26317,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
231,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
2660,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
56150,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
39735,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28213,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1
40198,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
7751,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
312,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
44303,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
